Steps,Mean,Standard Deviation
134,-0.00016418293092689484,0.15980166520689898
135,-0.0005462790284644555,0.15591074834001442
136,-0.0002532467479479672,0.1548166735224607
137,-0.00028957296116737864,0.15184081600314717
138,-0.00037031884510152155,0.1519294664697776
139,-0.00027076486823789174,0.14934943512567747
140,-0.0004855152162434599,0.1470533469277031
141,-0.0002594580953295253,0.1367380409719065
142,-0.00031306991311861,0.13653982232422157
143,-0.00031301320021120347,0.13398618717131033
144,-0.00037512127394038303,0.13548914550914043
145,-0.0003238560216963472,0.1290856336380657
146,-0.00029379242067873086,0.12620931121428539
147,-0.0006189967599481592,0.12257274302883427
148,-0.0005705948975183603,0.12379016638527286
149,-0.0005053781980511688,0.1190913508823056
150,-0.0004555738971823549,0.11675510185360952
151,-0.0003852009792156675,0.11540786273930646
152,-0.0003029339989439831,0.11593406133686061
153,-0.000416316061056977,0.11544068588766335
154,-0.0004711591945471126,0.11340676321401974
155,-0.0004919586713387415,0.11250376994045064
156,-0.0004924295828733258,0.10880259305119351
157,-0.0003305333365333844,0.10772153628167935
158,-0.0003972127634042145,0.10812637139873273
159,-0.00046605908894542335,0.10553430308515441
160,-0.0004045364805836894,0.10612716618936716
161,-0.00027275949215187434,0.10361210812793833
162,-0.00043987222195555133,0.10261874137740613
163,-0.0004900869533912543,0.10220776166955657
164,-0.00035039684634954166,0.102493473449315
165,-0.00043078867661882584,0.10180701680161544
166,-0.0005313957423318773,0.10540204243621633
167,-0.0005829609273748379,0.14510325242466293
168,-0.000596085681370902,0.12093298663993968
169,-0.0002786183698939183,0.10337518992517183
170,-0.00030621434742955867,0.10247385892532948
171,-0.00026021905150482407,0.10210638914055054
172,-0.0004477227715643451,0.10590203189732307
173,-0.00034049335189363026,0.11529674566740747
174,-0.00034963265012240204,0.11404864044839061
175,-0.0003490477847645564,0.10841576814538152
176,-0.00036029962079393266,0.10758790835604838
177,-0.0004664705755292085,0.1086308894821927
178,-0.00028529640474247585,0.10690702477506231
179,-0.0003835017760284165,0.11158746270622524
180,-0.00028488820621129935,0.11037305876291678
181,-0.00037002616041856653,0.11147438152276387
182,-0.00033639291028656474,0.11580701395530281
183,-0.00030451732827725247,0.12342933674152783
184,-0.000261273748379974,0.14552285009150942
185,-0.00020309072145154318,0.2561369040456337
186,-0.00039399239187827014,0.35126610752398124
187,-0.00033539507032112517,0.3210522189763015
188,-0.00021287582201315238,0.19101695312478104
189,-0.0002559998079969279,0.1507850002897727
190,-0.00030990678250852037,0.1094264749356434
191,-0.00030932254116065866,0.08096325114653903
192,-0.00038742495079921273,0.06808221241190988
193,-0.0003167622521960351,0.06601284874106127
194,-0.0005754589353429653,0.06628514327169872
195,-0.0005364960159362549,0.06643703264433524
